program,site,year,month,replicate,replicatetype,sppname,commonname,trophicgroup,counts
TCRMP,Botany Bay,2014,11,5,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,Botany Bay,2014,11,5,transect,Chromis cyanea,blue chromis,plank,19
TCRMP,Botany Bay,2014,11,5,transect,Thalassoma bifasciatum,bluehead wrasse,plank,1
TCRMP,Botany Bay,2014,11,5,transect,Cephalopholis fulva,coney,pisc,1
TCRMP,Botany Bay,2014,11,5,transect,Gramma loreto,fairy basslet,inv,2
TCRMP,Botany Bay,2014,11,5,transect,Haemulon flavolineatum,French grunt,inv,5
TCRMP,Botany Bay,2014,11,5,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Botany Bay,2014,11,5,transect,Sparisoma aurofrenatum,redband parrotfish,herb,1
TCRMP,Botany Bay,2014,11,5,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Botany Bay,2014,11,5,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,Botany Bay,2014,11,5,transect,Scarus iseri,striped parrotfish,herb,62
TCRMP,Botany Bay,2014,11,5,transect,Mulloidichthys martinicus,yellow goatfish,inv,11
TCRMP,Botany Bay,2014,11,5,transect,Halichoeres garnoti,yellowhead wrasse,inv,25
TCRMP,Botany Bay,2014,11,5,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,2
TCRMP,Botany Bay,2014,11,6,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Stegastes leucostictus,beaugregory,herb,5
TCRMP,Botany Bay,2014,11,6,transect,Stegastes partitus,bicolor damselfish,herb,1
TCRMP,Botany Bay,2014,11,6,transect,Hypoplectrus nigricans,black hamlet,inv,2
TCRMP,Botany Bay,2014,11,6,transect,Chromis cyanea,blue chromis,plank,36
TCRMP,Botany Bay,2014,11,6,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,Botany Bay,2014,11,6,transect,Chromis multilineata,brown chromis,plank,150
TCRMP,Botany Bay,2014,11,6,transect,Hypoplectrus unicolor,butter hamlet,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Hypoplectrus unicolor,butter hamlet,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Serranus tortugarum,chalk bass,plank,1
TCRMP,Botany Bay,2014,11,6,transect,Halichoeres maculipinna,clown wrasse,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Cephalopholis fulva,coney,pisc,2
TCRMP,Botany Bay,2014,11,6,transect,Clepticus parrae,creole wrasse,plank,2
TCRMP,Botany Bay,2014,11,6,transect,Gramma loreto,fairy basslet,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Haemulon flavolineatum,French grunt,inv,30
TCRMP,Botany Bay,2014,11,6,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Botany Bay,2014,11,6,transect,neoniphon marianus,longjaw squirrelfish,plank,1
TCRMP,Botany Bay,2014,11,6,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Lutjanus mahogoni,mahogany snapper,inv,10
TCRMP,Botany Bay,2014,11,6,transect,Sparisoma aurofrenatum,redband parrotfish,herb,2
TCRMP,Botany Bay,2014,11,6,transect,Canthigaster rostrata,sharpnose puffer,inv,3
TCRMP,Botany Bay,2014,11,6,transect,Equetus punctatus,spotted drum,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Holocentrus adscensionis,squirrelfish,inv,2
TCRMP,Botany Bay,2014,11,6,transect,Sparisoma viride,stoplight parrotfish,herb,8
TCRMP,Botany Bay,2014,11,6,transect,Scarus iseri,striped parrotfish,herb,60
TCRMP,Botany Bay,2014,11,6,transect,Scarus iseri,striped parrotfish,herb,40
TCRMP,Botany Bay,2014,11,6,transect,Stegastes planifrons,threespot damselfish,herb,5
TCRMP,Botany Bay,2014,11,6,transect,Mulloidichthys martinicus,yellow goatfish,inv,1
TCRMP,Botany Bay,2014,11,6,transect,Halichoeres garnoti,yellowhead wrasse,inv,30
TCRMP,Botany Bay,2014,11,6,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Botany Bay,2014,11,7,transect,Caranx ruber,bar jack,inv,1
TCRMP,Botany Bay,2014,11,7,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,Botany Bay,2014,11,7,transect,Stegastes leucostictus,beaugregory,herb,3
TCRMP,Botany Bay,2014,11,7,transect,Stegastes leucostictus,beaugregory,herb,10
TCRMP,Botany Bay,2014,11,7,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,Botany Bay,2014,11,7,transect,Chromis cyanea,blue chromis,plank,60
TCRMP,Botany Bay,2014,11,7,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,Botany Bay,2014,11,7,transect,Chromis multilineata,brown chromis,plank,1
TCRMP,Botany Bay,2014,11,7,transect,Cephalopholis fulva,coney,pisc,2
TCRMP,Botany Bay,2014,11,7,transect,Gramma loreto,fairy basslet,inv,2
TCRMP,Botany Bay,2014,11,7,transect,Chaetodon capistratus,foureye butterflyfish,inv,4
TCRMP,Botany Bay,2014,11,7,transect,Haemulon flavolineatum,French grunt,inv,4
TCRMP,Botany Bay,2014,11,7,transect,Holocentrus rufus,longspine squirrelfish,inv,2
TCRMP,Botany Bay,2014,11,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,3
TCRMP,Botany Bay,2014,11,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Botany Bay,2014,11,7,transect,Chaetodon sedentarius,reef butterflyfish,inv,2
TCRMP,Botany Bay,2014,11,7,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Botany Bay,2014,11,7,transect,Equetus punctatus,spotted drum,inv,1
TCRMP,Botany Bay,2014,11,7,transect,Sparisoma viride,stoplight parrotfish,herb,4
TCRMP,Botany Bay,2014,11,7,transect,Scarus iseri,striped parrotfish,herb,10
TCRMP,Botany Bay,2014,11,7,transect,Scarus iseri,striped parrotfish,herb,33
TCRMP,Botany Bay,2014,11,7,transect,Halichoeres garnoti,yellowhead wrasse,inv,7
TCRMP,Botany Bay,2014,11,7,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Caranx ruber,bar jack,inv,4
TCRMP,Botany Bay,2014,11,8,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Stegastes partitus,bicolor damselfish,herb,4
TCRMP,Botany Bay,2014,11,8,transect,Myripristis jacobus,blackbar soldierfish,plank,1
TCRMP,Botany Bay,2014,11,8,transect,Chromis cyanea,blue chromis,plank,30
TCRMP,Botany Bay,2014,11,8,transect,Acanthurus coeruleus,blue tang,herb,6
TCRMP,Botany Bay,2014,11,8,transect,Chromis multilineata,brown chromis,plank,90
TCRMP,Botany Bay,2014,11,8,transect,Scomberomorus regalis,cero,pisc,2
TCRMP,Botany Bay,2014,11,8,transect,Cephalopholis fulva,coney,pisc,1
TCRMP,Botany Bay,2014,11,8,transect,Haemulon flavolineatum,French grunt,inv,13
TCRMP,Botany Bay,2014,11,8,transect,Heteropriacanthus cruentatus,glasseye snapper,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Botany Bay,2014,11,8,transect,Serranus tigrinus,harlequin bass,inv,2
TCRMP,Botany Bay,2014,11,8,transect,Stegastes diencaeus,longfin damselfish,herb,1
TCRMP,Botany Bay,2014,11,8,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Lutjanus mahogoni,mahogany snapper,inv,3
TCRMP,Botany Bay,2014,11,8,transect,Acanthurus bahianus,ocean surgeonfish,herb,1
TCRMP,Botany Bay,2014,11,8,transect,Cantherhines pullus,orangespotted filefish,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Halichoeres pictus,rainbow wrasse,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Sparisoma aurofrenatum,redband parrotfish,herb,10
TCRMP,Botany Bay,2014,11,8,transect,Canthigaster rostrata,sharpnose puffer,inv,3
TCRMP,Botany Bay,2014,11,8,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,Botany Bay,2014,11,8,transect,Scarus iseri,striped parrotfish,herb,27
TCRMP,Botany Bay,2014,11,8,transect,Stegastes planifrons,threespot damselfish,herb,5
TCRMP,Botany Bay,2014,11,8,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,Botany Bay,2014,11,8,transect,Mulloidichthys martinicus,yellow goatfish,inv,7
TCRMP,Botany Bay,2014,11,8,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Botany Bay,2014,11,8,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Botany Bay,2014,11,9,transect,Caranx ruber,bar jack,inv,1
TCRMP,Botany Bay,2014,11,9,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Botany Bay,2014,11,9,transect,Stegastes partitus,bicolor damselfish,herb,3
TCRMP,Botany Bay,2014,11,9,transect,Hypoplectrus nigricans,black hamlet,inv,5
TCRMP,Botany Bay,2014,11,9,transect,Chromis cyanea,blue chromis,plank,22
TCRMP,Botany Bay,2014,11,9,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Botany Bay,2014,11,9,transect,Thalassoma bifasciatum,bluehead wrasse,plank,53
TCRMP,Botany Bay,2014,11,9,transect,Chromis multilineata,brown chromis,plank,30
TCRMP,Botany Bay,2014,11,9,transect,Cephalopholis fulva,coney,pisc,1
TCRMP,Botany Bay,2014,11,9,transect,Clepticus parrae,creole wrasse,plank,43
TCRMP,Botany Bay,2014,11,9,transect,Gramma loreto,fairy basslet,inv,3
TCRMP,Botany Bay,2014,11,9,transect,Haemulon flavolineatum,French grunt,inv,7
TCRMP,Botany Bay,2014,11,9,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Botany Bay,2014,11,9,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Botany Bay,2014,11,9,transect,Stegastes diencaeus,longfin damselfish,herb,5
TCRMP,Botany Bay,2014,11,9,transect,Scarus taeniopterus,princess parrotfish,herb,1
TCRMP,Botany Bay,2014,11,9,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Botany Bay,2014,11,9,transect,Sparisoma viride,stoplight parrotfish,herb,6
TCRMP,Botany Bay,2014,11,9,transect,Scarus iseri,striped parrotfish,herb,26
TCRMP,Botany Bay,2014,11,9,transect,Stegastes planifrons,threespot damselfish,herb,5
TCRMP,Botany Bay,2014,11,9,transect,Haemulon aurolineatum,tomtate,inv,3
TCRMP,Botany Bay,2014,11,9,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Botany Bay,2014,11,9,transect,Microspathodon chrysurus,yellowtail damselfish,herb,4
TCRMP,Botany Bay,2014,11,10,transect,Caranx ruber,bar jack,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Hypoplectrus puella,barred hamlet,inv,4
TCRMP,Botany Bay,2014,11,10,transect,Stegastes leucostictus,beaugregory,herb,6
TCRMP,Botany Bay,2014,11,10,transect,Stegastes partitus,bicolor damselfish,herb,4
TCRMP,Botany Bay,2014,11,10,transect,Hypoplectrus nigricans,black hamlet,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Chromis cyanea,blue chromis,plank,33
TCRMP,Botany Bay,2014,11,10,transect,Acanthurus coeruleus,blue tang,herb,8
TCRMP,Botany Bay,2014,11,10,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,Botany Bay,2014,11,10,transect,Thalassoma bifasciatum,bluehead wrasse,plank,25
TCRMP,Botany Bay,2014,11,10,transect,Haemulon sciurus,bluestriped grunt,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Chromis multilineata,brown chromis,plank,9
TCRMP,Botany Bay,2014,11,10,transect,Hypoplectrus unicolor,butter hamlet,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Stegastes variabilis,cocoa damselfish,herb,1
TCRMP,Botany Bay,2014,11,10,transect,Cephalopholis fulva,coney,pisc,6
TCRMP,Botany Bay,2014,11,10,transect,Stegastes adustus,dusky damselfish,herb,4
TCRMP,Botany Bay,2014,11,10,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Heteropriacanthus cruentatus,glasseye snapper,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Cephalopholis cruentata,graysby,pisc,2
TCRMP,Botany Bay,2014,11,10,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Botany Bay,2014,11,10,transect,Serranus tigrinus,harlequin bass,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Serranus tigrinus,harlequin bass,inv,3
TCRMP,Botany Bay,2014,11,10,transect,Stegastes diencaeus,longfin damselfish,herb,4
TCRMP,Botany Bay,2014,11,10,transect,Stegastes diencaeus,longfin damselfish,herb,2
TCRMP,Botany Bay,2014,11,10,transect,Acanthurus bahianus,ocean surgeonfish,herb,2
TCRMP,Botany Bay,2014,11,10,transect,Scarus taeniopterus,princess parrotfish,herb,14
TCRMP,Botany Bay,2014,11,10,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Botany Bay,2014,11,10,transect,Sparisoma aurofrenatum,redband parrotfish,herb,15
TCRMP,Botany Bay,2014,11,10,transect,Synodus intermedius,sand diver,pisc,2
TCRMP,Botany Bay,2014,11,10,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Hypoplectrus guttavarius,shy hamlet,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Equetus punctatus,spotted drum,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Sparisoma viride,stoplight parrotfish,herb,7
TCRMP,Botany Bay,2014,11,10,transect,Scarus iseri,striped parrotfish,herb,21
TCRMP,Botany Bay,2014,11,10,transect,Scarus iseri,striped parrotfish,herb,102
TCRMP,Botany Bay,2014,11,10,transect,Stegastes planifrons,threespot damselfish,herb,5
TCRMP,Botany Bay,2014,11,10,transect,Stegastes planifrons,threespot damselfish,herb,29
TCRMP,Botany Bay,2014,11,10,transect,Haemulon aurolineatum,tomtate,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Aulostomus maculatus,trumpetfish,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Cantherhines macrocerus,whitespotted filefish,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Mulloidichthys martinicus,yellow goatfish,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Halichoeres garnoti,yellowhead wrasse,inv,3
TCRMP,Botany Bay,2014,11,10,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,Botany Bay,2014,11,10,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Botany Bay,2014,11,10,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,2
TCRMP,Botany Bay,2014,11,11,transect,Caranx ruber,bar jack,inv,1
TCRMP,Botany Bay,2014,11,11,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Botany Bay,2014,11,11,transect,Stegastes leucostictus,beaugregory,herb,8
TCRMP,Botany Bay,2014,11,11,transect,Hypoplectrus nigricans,black hamlet,inv,2
TCRMP,Botany Bay,2014,11,11,transect,Thalassoma bifasciatum,bluehead wrasse,plank,3
TCRMP,Botany Bay,2014,11,11,transect,Hypoplectrus unicolor,butter hamlet,inv,2
TCRMP,Botany Bay,2014,11,11,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Botany Bay,2014,11,11,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,Botany Bay,2014,11,11,transect,Hypoplectrus sp,hamlet sp,inv,2
TCRMP,Botany Bay,2014,11,11,transect,Scarus taeniopterus,princess parrotfish,herb,1
TCRMP,Botany Bay,2014,11,11,transect,Holacanthus ciliaris,queen angelfish,inv,1
TCRMP,Botany Bay,2014,11,11,transect,Epinephelus guttatus,red hind,pisc,1
TCRMP,Botany Bay,2014,11,11,transect,Sparisoma aurofrenatum,redband parrotfish,herb,20
TCRMP,Botany Bay,2014,11,11,transect,Synodus intermedius,sand diver,pisc,1
TCRMP,Botany Bay,2014,11,11,transect,Canthigaster rostrata,sharpnose puffer,inv,2
TCRMP,Botany Bay,2014,11,11,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Botany Bay,2014,11,11,transect,Sparisoma viride,stoplight parrotfish,herb,5
TCRMP,Botany Bay,2014,11,11,transect,Scarus iseri,striped parrotfish,herb,121
TCRMP,Botany Bay,2014,11,11,transect,Stegastes planifrons,threespot damselfish,herb,17
TCRMP,Botany Bay,2014,11,11,transect,Haemulon aurolineatum,tomtate,inv,11
TCRMP,Botany Bay,2014,11,11,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Botany Bay,2014,11,11,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,2
TCRMP,Botany Bay,2014,11,11,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Brewers Bay,2014,9,1,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,Brewers Bay,2014,9,1,transect,Stegastes leucostictus,beaugregory,herb,1
TCRMP,Brewers Bay,2014,9,1,transect,Hypoplectrus nigricans,black hamlet,inv,3
TCRMP,Brewers Bay,2014,9,1,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,Brewers Bay,2014,9,1,transect,Thalassoma bifasciatum,bluehead wrasse,plank,3
TCRMP,Brewers Bay,2014,9,1,transect,Hypoplectrus unicolor,butter hamlet,inv,1
TCRMP,Brewers Bay,2014,9,1,transect,Stegastes adustus,dusky damselfish,herb,17
TCRMP,Brewers Bay,2014,9,1,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Brewers Bay,2014,9,1,transect,neoniphon marianus,longjaw squirrelfish,plank,1
TCRMP,Brewers Bay,2014,9,1,transect,Acanthurus bahianus,ocean surgeonfish,herb,1
TCRMP,Brewers Bay,2014,9,1,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Brewers Bay,2014,9,1,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Brewers Bay,2014,9,1,transect,Sparisoma viride,stoplight parrotfish,herb,5
TCRMP,Brewers Bay,2014,9,1,transect,Scarus iseri,striped parrotfish,herb,26
TCRMP,Brewers Bay,2014,9,1,transect,Stegastes planifrons,threespot damselfish,herb,43
TCRMP,Brewers Bay,2014,9,2,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Brewers Bay,2014,9,2,transect,Stegastes leucostictus,beaugregory,herb,2
TCRMP,Brewers Bay,2014,9,2,transect,Hypoplectrus nigricans,black hamlet,inv,2
TCRMP,Brewers Bay,2014,9,2,transect,Acanthurus coeruleus,blue tang,herb,6
TCRMP,Brewers Bay,2014,9,2,transect,Thalassoma bifasciatum,bluehead wrasse,plank,4
TCRMP,Brewers Bay,2014,9,2,transect,Stegastes adustus,dusky damselfish,herb,5
TCRMP,Brewers Bay,2014,9,2,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,Brewers Bay,2014,9,2,transect,Sparisoma aurofrenatum,redband parrotfish,herb,9
TCRMP,Brewers Bay,2014,9,2,transect,Halichoeres bivittatus,slippery dick,inv,7
TCRMP,Brewers Bay,2014,9,2,transect,Lactophrys triqueter,smooth trunkfish,inv,1
TCRMP,Brewers Bay,2014,9,2,transect,Lactophrys bicaudalis,spotted trunkfish,inv,1
TCRMP,Brewers Bay,2014,9,2,transect,Sparisoma viride,stoplight parrotfish,herb,9
TCRMP,Brewers Bay,2014,9,2,transect,Scarus iseri,striped parrotfish,herb,83
TCRMP,Brewers Bay,2014,9,2,transect,Stegastes planifrons,threespot damselfish,herb,11
TCRMP,Brewers Bay,2014,9,2,transect,Hypoplectrus aberrans,yellowbelly hamlet,inv,1
TCRMP,Brewers Bay,2014,9,2,transect,Halichoeres garnoti,yellowhead wrasse,inv,1
TCRMP,Brewers Bay,2014,9,2,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Brewers Bay,2014,9,3,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Brewers Bay,2014,9,3,transect,Hypoplectrus nigricans,black hamlet,inv,3
TCRMP,Brewers Bay,2014,9,3,transect,Chromis cyanea,blue chromis,plank,19
TCRMP,Brewers Bay,2014,9,3,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Brewers Bay,2014,9,3,transect,Stegastes variabilis,cocoa damselfish,herb,4
TCRMP,Brewers Bay,2014,9,3,transect,Cephalopholis fulva,coney,pisc,1
TCRMP,Brewers Bay,2014,9,3,transect,Stegastes adustus,dusky damselfish,herb,29
TCRMP,Brewers Bay,2014,9,3,transect,Scarus taeniopterus,princess parrotfish,herb,2
TCRMP,Brewers Bay,2014,9,3,transect,Holacanthus ciliaris,queen angelfish,inv,1
TCRMP,Brewers Bay,2014,9,3,transect,Epinephelus guttatus,red hind,pisc,1
TCRMP,Brewers Bay,2014,9,3,transect,Epinephelus adscensionis,rock hind,pisc,1
TCRMP,Brewers Bay,2014,9,3,transect,Halichoeres bivittatus,slippery dick,inv,2
TCRMP,Brewers Bay,2014,9,3,transect,Haemulon macrostomum,Spanish grunt,inv,1
TCRMP,Brewers Bay,2014,9,3,transect,Lactophrys bicaudalis,spotted trunkfish,inv,1
TCRMP,Brewers Bay,2014,9,3,transect,Holocentrus adscensionis,squirrelfish,inv,2
TCRMP,Brewers Bay,2014,9,3,transect,Sparisoma viride,stoplight parrotfish,herb,6
TCRMP,Brewers Bay,2014,9,3,transect,Scarus iseri,striped parrotfish,herb,18
TCRMP,Brewers Bay,2014,9,3,transect,Stegastes planifrons,threespot damselfish,herb,2
TCRMP,Brewers Bay,2014,9,3,transect,Mulloidichthys martinicus,yellow goatfish,inv,2
TCRMP,Brewers Bay,2014,9,3,transect,Carangoides bartholomaei,yellow jack,pisc,3
TCRMP,Brewers Bay,2014,9,3,transect,Ocyurus chrysurus,yellowtail snapper,pisc,2
TCRMP,Brewers Bay,2014,9,3,transect,Ocyurus chrysurus,yellowtail snapper,pisc,4
TCRMP,Brewers Bay,2014,9,4,transect,Hypoplectrus puella,barred hamlet,inv,2
TCRMP,Brewers Bay,2014,9,4,transect,Stegastes partitus,bicolor damselfish,herb,5
TCRMP,Brewers Bay,2014,9,4,transect,Hypoplectrus nigricans,black hamlet,inv,3
TCRMP,Brewers Bay,2014,9,4,transect,Chromis cyanea,blue chromis,plank,8
TCRMP,Brewers Bay,2014,9,4,transect,Acanthurus coeruleus,blue tang,herb,6
TCRMP,Brewers Bay,2014,9,4,transect,Thalassoma bifasciatum,bluehead wrasse,plank,10
TCRMP,Brewers Bay,2014,9,4,transect,Chromis multilineata,brown chromis,plank,26
TCRMP,Brewers Bay,2014,9,4,transect,Stegastes variabilis,cocoa damselfish,herb,1
TCRMP,Brewers Bay,2014,9,4,transect,Clepticus parrae,creole wrasse,plank,8
TCRMP,Brewers Bay,2014,9,4,transect,Stegastes adustus,dusky damselfish,herb,12
TCRMP,Brewers Bay,2014,9,4,transect,Haemulon flavolineatum,French grunt,inv,62
TCRMP,Brewers Bay,2014,9,4,transect,Lutjanus synagris,lane snapper,inv,1
